user_id,product_id,timestamp,event_type,event_w,days_ago,decay_w,combined_w
1,40360,2025-11-03 01:33:54,purchase,3.0,127,0.23057904839648485,0.6917371451894545
1,40082,2025-11-03 01:33:54,purchase,3.0,127,0.23057904839648485,0.6917371451894545
1,40702,2025-11-03 01:34:09,purchase,3.0,127,0.23057904839648485,0.6917371451894545
1,40854,2025-11-03 01:34:09,purchase,3.0,127,0.23057904839648485,0.6917371451894545
1,41117,2025-11-03 01:53:38,purchase,3.0,127,0.23057904839648485,0.6917371451894545
1,41164,2025-11-03 01:53:57,purchase,3.0,127,0.23057904839648485,0.6917371451894545
1,40546,2025-11-05 00:01:25,purchase,3.0,125,0.2359685781704234,0.7079057345112703
1,40461,2025-11-23 10:07:39,purchase,3.0,107,0.2905113967394599,0.8715341902183797
1,40727,2025-11-23 23:59:58,purchase,3.0,107,0.2905113967394599,0.8715341902183797
1,40858,2025-11-24 00:01:11,purchase,3.0,106,0.2938869765709022,0.8816609297127065
2,41193,2025-11-03 01:58:47,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,41012,2025-11-03 01:59:39,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,41124,2025-11-03 02:00:09,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40211,2025-11-03 02:00:09,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,41031,2025-11-03 02:00:31,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40070,2025-11-03 02:00:31,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,41254,2025-11-03 02:00:44,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40459,2025-11-03 02:05:21,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,41109,2025-11-03 02:05:51,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40783,2025-11-03 02:06:08,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40830,2025-11-03 02:06:53,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40802,2025-11-03 02:07:33,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40492,2025-11-03 02:15:25,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40726,2025-11-03 02:19:19,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40259,2025-11-03 02:21:04,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40496,2025-11-03 02:21:29,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,41220,2025-11-03 02:21:29,purchase,3.0,127,0.23057904839648485,0.6917371451894545
2,40370,2025-11-03 02:22:05,purchase,3.0,127,0.23057904839648485,0.6917371451894545
3,40279,2025-11-03 02:25:34,purchase,3.0,127,0.23057904839648485,0.6917371451894545
3,40902,2025-11-03 02:25:48,purchase,3.0,127,0.23057904839648485,0.6917371451894545
3,41217,2025-11-03 03:27:47,purchase,3.0,127,0.23057904839648485,0.6917371451894545
3,40491,2025-11-03 07:38:38,purchase,3.0,127,0.23057904839648485,0.6917371451894545
3,40203,2025-11-03 07:38:38,purchase,3.0,127,0.23057904839648485,0.6917371451894545
3,41202,2025-11-03 08:27:30,purchase,3.0,127,0.23057904839648485,0.6917371451894545
3,40723,2025-11-04 19:31:02,purchase,3.0,126,0.23325824788420185,0.6997747436526056
4,40836,2025-11-24 00:02:38,purchase,3.0,106,0.2938869765709022,0.8816609297127065
4,40527,2025-11-24 00:15:14,purchase,3.0,106,0.2938869765709022,0.8816609297127065
4,41141,2025-11-24 00:15:14,purchase,3.0,106,0.2938869765709022,0.8816609297127065
4,40537,2025-11-24 01:47:02,purchase,3.0,106,0.2938869765709022,0.8816609297127065
4,40318,2025-11-24 01:47:02,purchase,3.0,106,0.2938869765709022,0.8816609297127065
4,40679,2025-11-24 01:50:44,purchase,3.0,106,0.2938869765709022,0.8816609297127065
4,40722,2025-11-24 01:52:49,purchase,3.0,106,0.2938869765709022,0.8816609297127065
5,40247,2025-11-27 09:38:48,purchase,3.0,103,0.30425087841764775,0.9127526352529433
5,41170,2025-11-29 21:29:16,purchase,3.0,101,0.3113624055897058,0.9340872167691174
5,41129,2025-12-03 19:40:06,purchase,3.0,97,0.32608801744139104,0.9782640523241731
5,40207,2026-02-11 03:32:03,purchase,3.0,27,0.7320428479728127,2.196128543918438
5,41272,2026-02-11 03:32:03,purchase,3.0,27,0.7320428479728127,2.196128543918438
5,40062,2026-02-11 03:32:03,purchase,3.0,27,0.7320428479728127,2.196128543918438
5,41137,2026-02-11 03:32:03,purchase,3.0,27,0.7320428479728127,2.196128543918438
5,41037,2026-02-11 03:32:03,purchase,3.0,27,0.7320428479728127,2.196128543918438
5,41110,2026-02-11 03:32:03,purchase,3.0,27,0.7320428479728127,2.196128543918438
5,40627,2026-02-11 03:32:30,purchase,3.0,27,0.7320428479728127,2.196128543918438
5,41001,2026-02-23 01:52:39,purchase,3.0,15,0.8408964152537145,2.5226892457611436
5,40700,2026-03-02 01:57:45,purchase,3.0,8,0.9117224885582168,2.7351674656746505
5,40898,2026-03-02 01:57:45,purchase,3.0,8,0.9117224885582168,2.7351674656746505
5,40669,2026-03-02 01:57:45,purchase,3.0,8,0.9117224885582168,2.7351674656746505
5,40189,2026-03-02 01:57:45,purchase,3.0,8,0.9117224885582168,2.7351674656746505
5,40416,2026-03-11 14:00:58,purchase,3.0,0,1.0,3.0
5,40207,2026-03-11 14:01:43,purchase,3.0,0,1.0,3.0
5,41110,2026-03-11 14:02:09,purchase,3.0,0,1.0,3.0
6,40512,2025-12-16 13:00:00,purchase,3.0,84,0.37892914162759955,1.1367874248827987
6,40642,2025-12-16 15:00:00,purchase,3.0,84,0.37892914162759955,1.1367874248827987
6,40862,2025-12-17 13:00:00,purchase,3.0,83,0.38333208616740017,1.1499962585022006
6,41120,2025-12-19 21:00:00,purchase,3.0,81,0.3922920489483754,1.176876146845126
6,41078,2025-12-21 18:00:00,purchase,3.0,79,0.40146144093168823,1.2043843227950646
6,40825,2025-12-23 07:00:00,purchase,3.0,77,0.41084515729289517,1.2325354718786854
6,40975,2025-12-24 04:00:00,purchase,3.0,76,0.4156189480713939,1.2468568442141816
6,40754,2025-12-25 09:00:00,purchase,3.0,75,0.4204482076268573,1.2613446228805718
6,41117,2025-12-27 06:00:00,purchase,3.0,73,0.430275718622165,1.290827155866495
6,41113,2025-12-27 21:00:00,purchase,3.0,73,0.430275718622165,1.290827155866495
6,41105,2025-12-28 10:00:00,purchase,3.0,72,0.4352752816480621,1.3058258449441864
6,40813,2025-12-30 12:00:00,purchase,3.0,70,0.4454493590701697,1.3363480772105092
6,40798,2025-12-31 02:00:00,purchase,3.0,69,0.45062523130541515,1.3518756939162455
6,41196,2026-01-02 01:00:00,purchase,3.0,67,0.46115809679296965,1.383474290378909
6,40280,2026-01-03 23:00:00,purchase,3.0,66,0.4665164957684037,1.3995494873052112
6,41175,2026-01-05 10:00:00,purchase,3.0,64,0.4774208019552083,1.4322624058656248
6,40104,2026-01-05 17:00:00,purchase,3.0,64,0.4774208019552083,1.4322624058656248
6,40974,2026-01-08 05:00:00,purchase,3.0,61,0.4942570101764481,1.4827710305293442
6,40769,2026-01-11 03:00:00,purchase,3.0,58,0.5116869459983875,1.5350608379951625
6,40840,2026-01-11 20:00:00,purchase,3.0,58,0.5116869459983875,1.5350608379951625
6,40243,2026-01-13 22:00:00,purchase,3.0,56,0.5236470614103134,1.5709411842309402
6,40107,2026-01-14 10:00:00,purchase,3.0,55,0.5297315471796477,1.5891946415389429
6,40664,2026-01-17 10:00:00,purchase,3.0,52,0.5484124898473131,1.6452374695419392
7,40290,2025-12-28 19:00:00,purchase,3.0,72,0.4352752816480621,1.3058258449441864
7,40472,2025-12-29 04:00:00,purchase,3.0,71,0.4403329367980742,1.3209988103942227
7,41108,2025-12-30 11:00:00,purchase,3.0,70,0.4454493590701697,1.3363480772105092
7,40718,2025-12-30 17:00:00,purchase,3.0,70,0.4454493590701697,1.3363480772105092
7,40095,2026-01-01 11:00:00,purchase,3.0,68,0.45586124427910846,1.3675837328373253
7,40460,2026-01-03 16:00:00,purchase,3.0,66,0.4665164957684037,1.3995494873052112
7,41220,2026-01-05 04:00:00,purchase,3.0,64,0.4774208019552083,1.4322624058656248
7,41141,2026-01-05 14:00:00,purchase,3.0,64,0.4774208019552083,1.4322624058656248
7,41153,2026-01-06 19:00:00,purchase,3.0,63,0.4829681644624228,1.4489044933872683
7,40363,2026-01-08 13:00:00,purchase,3.0,61,0.4942570101764481,1.4827710305293442
7,40457,2026-01-09 18:00:00,purchase,3.0,60,0.5,1.5
7,40673,2026-01-12 11:00:00,purchase,3.0,57,0.5176324619206888,1.5528973857620665
7,40428,2026-01-14 15:00:00,purchase,3.0,55,0.5297315471796477,1.5891946415389429
7,40579,2026-01-17 03:00:00,purchase,3.0,52,0.5484124898473131,1.6452374695419392
7,41097,2026-01-17 23:00:00,purchase,3.0,52,0.5484124898473131,1.6452374695419392
7,40954,2026-01-19 10:00:00,purchase,3.0,50,0.5612310241546865,1.6836930724640595
7,40820,2026-01-20 05:00:00,purchase,3.0,49,0.5677522145354388,1.7032566436063163
7,41091,2026-01-21 14:00:00,purchase,3.0,48,0.5743491774985175,1.7230475324955528
7,41235,2026-01-24 12:00:00,purchase,3.0,45,0.5946035575013605,1.7838106725040817
7,41208,2026-01-25 23:00:00,purchase,3.0,44,0.6015125180410583,1.804537554123175
7,41248,2026-01-28 07:00:00,purchase,3.0,41,0.6227248111794115,1.8681744335382344
7,41176,2026-01-30 12:00:00,purchase,3.0,39,0.6372803136596311,1.9118409409788932
7,40129,2026-02-01 12:00:00,purchase,3.0,37,0.6521760348827822,1.9565281046483465
7,40027,2026-02-02 18:00:00,purchase,3.0,36,0.6597539553864472,1.9792618661593417
7,41096,2026-02-03 13:00:00,purchase,3.0,35,0.6674199270850172,2.0022597812550513
7,41181,2026-02-06 08:00:00,purchase,3.0,32,0.690956439983888,2.072869319951664
7,40686,2026-02-09 01:00:00,purchase,3.0,29,0.7153229662176293,2.145968898652888
7,40364,2026-02-09 14:00:00,purchase,3.0,29,0.7153229662176293,2.145968898652888
7,40357,2026-02-09 22:00:00,purchase,3.0,29,0.7153229662176293,2.145968898652888
7,40494,2026-02-10 14:00:00,purchase,3.0,28,0.7236346187201891,2.1709038561605674
7,40258,2026-02-11 11:00:00,purchase,3.0,27,0.7320428479728127,2.196128543918438
7,40568,2026-02-12 09:00:00,purchase,3.0,26,0.7405487761432822,2.2216463284298467
7,40135,2026-02-14 17:00:00,purchase,3.0,24,0.7578582832551991,2.2735748497655974
8,40511,2025-10-23 23:00:00,purchase,3.0,138,0.2030630990890589,0.6091892972671766
8,41204,2025-10-26 20:00:00,purchase,3.0,135,0.21022410381342865,0.6306723114402859
8,40318,2025-10-26 22:00:00,purchase,3.0,135,0.21022410381342865,0.6306723114402859
8,40889,2025-10-28 17:00:00,purchase,3.0,133,0.21513785931108256,0.6454135779332477
8,40904,2025-10-31 09:00:00,purchase,3.0,130,0.22272467953508487,0.6681740386052546
8,40400,2025-10-31 13:00:00,purchase,3.0,130,0.22272467953508487,0.6681740386052546
8,40644,2025-11-01 05:00:00,purchase,3.0,129,0.22531261565270758,0.6759378469581228
8,40538,2025-11-03 05:00:00,purchase,3.0,127,0.23057904839648485,0.6917371451894545
8,41107,2025-11-04 22:00:00,purchase,3.0,126,0.23325824788420185,0.6997747436526056
8,40159,2025-11-06 06:00:00,purchase,3.0,124,0.23871040097760418,0.7161312029328125
8,40597,2025-11-06 15:00:00,purchase,3.0,124,0.23871040097760418,0.7161312029328125
8,40813,2025-11-07 23:00:00,purchase,3.0,123,0.2414840822312114,0.7244522466936342
8,40712,2025-11-08 11:00:00,purchase,3.0,122,0.2442899921085615,0.7328699763256845
8,40910,2025-11-08 23:00:00,purchase,3.0,122,0.2442899921085615,0.7328699763256845
8,40961,2025-11-11 15:00:00,purchase,3.0,119,0.25290486007548063,0.7587145802264419
8,40548,2025-11-12 01:00:00,purchase,3.0,118,0.2558434729991938,0.7675304189975813
8,40497,2025-11-14 23:00:00,purchase,3.0,116,0.2618235307051567,0.7854705921154701
8,40803,2025-11-15 17:00:00,purchase,3.0,115,0.2648657735898239,0.7945973207694716
8,40494,2025-11-16 11:00:00,purchase,3.0,114,0.2679433656340733,0.8038300969022198
8,40809,2025-11-19 01:00:00,purchase,3.0,111,0.27739236801696127,0.8321771040508839
8,41269,2025-11-22 01:00:00,purchase,3.0,108,0.2871745887492588,0.8615237662477764
8,40224,2025-11-23 00:00:00,purchase,3.0,108,0.2871745887492588,0.8615237662477764
8,41153,2025-11-24 11:00:00,purchase,3.0,106,0.2938869765709022,0.8816609297127065
8,40492,2025-11-27 08:00:00,purchase,3.0,103,0.30425087841764775,0.9127526352529433
8,40838,2025-11-29 16:00:00,purchase,3.0,101,0.3113624055897058,0.9340872167691174
8,41044,2025-11-30 21:00:00,purchase,3.0,100,0.3149802624737183,0.9449407874211548
8,40115,2025-12-03 20:00:00,purchase,3.0,97,0.32608801744139104,0.9782640523241731
9,40541,2025-11-07 16:00:00,purchase,3.0,123,0.2414840822312114,0.7244522466936342
9,40210,2025-11-08 21:00:00,purchase,3.0,122,0.2442899921085615,0.7328699763256845
9,40304,2025-11-11 20:00:00,purchase,3.0,119,0.25290486007548063,0.7587145802264419
9,40741,2025-11-12 14:00:00,purchase,3.0,118,0.2558434729991938,0.7675304189975813
9,40477,2025-11-15 04:00:00,purchase,3.0,115,0.2648657735898239,0.7945973207694716
9,40861,2025-11-16 13:00:00,purchase,3.0,114,0.2679433656340733,0.8038300969022198
9,40758,2025-11-19 03:00:00,purchase,3.0,111,0.27739236801696127,0.8321771040508839
9,40381,2025-11-21 09:00:00,purchase,3.0,109,0.28387610726771934,0.851628321803158
9,41191,2025-11-22 11:00:00,purchase,3.0,108,0.2871745887492588,0.8615237662477764
9,41192,2025-11-23 01:00:00,purchase,3.0,107,0.2905113967394599,0.8715341902183797
9,40975,2025-11-23 15:00:00,purchase,3.0,107,0.2905113967394599,0.8715341902183797
9,40058,2025-11-26 00:00:00,purchase,3.0,105,0.2973017787506803,0.8919053362520409
9,40784,2025-11-27 23:00:00,purchase,3.0,103,0.30425087841764775,0.9127526352529433
9,41122,2025-11-30 07:00:00,purchase,3.0,100,0.3149802624737183,0.9449407874211548
9,40813,2025-12-02 13:00:00,purchase,3.0,98,0.32234257710989483,0.9670277313296844
9,40131,2025-12-05 02:00:00,purchase,3.0,95,0.33370996354250865,1.0011298906275259
9,40957,2025-12-05 10:00:00,purchase,3.0,95,0.33370996354250865,1.0011298906275259
9,40478,2025-12-06 00:00:00,purchase,3.0,95,0.33370996354250865,1.0011298906275259
9,41169,2025-12-06 09:00:00,purchase,3.0,94,0.3375874865420475,1.0127624596261424
9,40402,2025-12-08 14:00:00,purchase,3.0,92,0.34547821999194406,1.036434659975832
9,41217,2025-12-10 11:00:00,purchase,3.0,90,0.3535533905932738,1.0606601717798214
9,40890,2025-12-11 02:00:00,purchase,3.0,89,0.3576614831088146,1.072984449326444
9,40930,2025-12-12 11:00:00,purchase,3.0,88,0.36181730936009454,1.0854519280802837
9,40417,2025-12-13 13:00:00,purchase,3.0,87,0.3660214239864064,1.0980642719592193
9,40257,2025-12-14 15:00:00,purchase,3.0,86,0.3702743880716411,1.1108231642149233
9,40031,2025-12-17 13:00:00,purchase,3.0,83,0.38333208616740017,1.1499962585022006
9,41207,2025-12-20 00:00:00,purchase,3.0,81,0.3922920489483754,1.176876146845126
10,40717,2025-10-30 05:00:00,purchase,3.0,131,0.22016646839903714,0.6604994051971114
10,40101,2025-10-30 14:00:00,purchase,3.0,131,0.22016646839903714,0.6604994051971114
10,40954,2025-10-31 13:00:00,purchase,3.0,130,0.22272467953508487,0.6681740386052546
10,40819,2025-11-02 15:00:00,purchase,3.0,128,0.22793062213955423,0.6837918664186626
10,40921,2025-11-02 17:00:00,purchase,3.0,128,0.22793062213955423,0.6837918664186626
10,40028,2025-11-04 20:00:00,purchase,3.0,126,0.23325824788420185,0.6997747436526056
10,40785,2025-11-06 07:00:00,purchase,3.0,124,0.23871040097760418,0.7161312029328125
10,41178,2025-11-08 19:00:00,purchase,3.0,122,0.2442899921085615,0.7328699763256845
10,40853,2025-11-10 09:00:00,purchase,3.0,120,0.25,0.75
10,40254,2025-11-12 17:00:00,purchase,3.0,118,0.2558434729991938,0.7675304189975813
10,41180,2025-11-15 09:00:00,purchase,3.0,115,0.2648657735898239,0.7945973207694716
10,40124,2025-11-16 06:00:00,purchase,3.0,114,0.2679433656340733,0.8038300969022198
10,40336,2025-11-17 08:00:00,purchase,3.0,113,0.2710567175753546,0.8131701527260637
10,41042,2025-11-18 23:00:00,purchase,3.0,112,0.2742062449236565,0.8226187347709695
10,40026,2025-11-20 04:00:00,purchase,3.0,110,0.2806155120773433,0.84184653623203
10,40974,2025-11-20 13:00:00,purchase,3.0,110,0.2806155120773433,0.84184653623203
10,40254,2025-11-23 12:00:00,purchase,3.0,107,0.2905113967394599,0.8715341902183797
10,40830,2025-11-23 21:00:00,purchase,3.0,107,0.2905113967394599,0.8715341902183797
10,40473,2025-11-25 15:00:00,purchase,3.0,105,0.2973017787506803,0.8919053362520409
10,41162,2025-11-26 00:00:00,purchase,3.0,105,0.2973017787506803,0.8919053362520409
11,41114,2025-10-18 16:00:00,purchase,3.0,143,0.19166604308370008,0.5749981292511003
11,40971,2025-10-21 04:00:00,purchase,3.0,140,0.19842513149602495,0.5952753944880749
11,40441,2025-10-22 22:00:00,purchase,3.0,139,0.20073072046584414,0.6021921613975324
11,41161,2025-10-23 09:00:00,purchase,3.0,138,0.2030630990890589,0.6091892972671766
11,41135,2025-10-23 12:00:00,purchase,3.0,138,0.2030630990890589,0.6091892972671766
11,40854,2025-10-26 00:00:00,purchase,3.0,136,0.20780947403569697,0.6234284221070909
11,40430,2025-10-26 14:00:00,purchase,3.0,135,0.21022410381342865,0.6306723114402859
11,40462,2025-10-27 01:00:00,purchase,3.0,134,0.21266679023771395,0.6380003707131419
11,40209,2025-10-29 23:00:00,purchase,3.0,132,0.21763764082403103,0.6529129224720931
11,40050,2025-10-31 04:00:00,purchase,3.0,130,0.22272467953508487,0.6681740386052546
11,40362,2025-11-02 22:00:00,purchase,3.0,128,0.22793062213955423,0.6837918664186626
11,41204,2025-11-04 09:00:00,purchase,3.0,126,0.23325824788420185,0.6997747436526056
11,40858,2025-11-05 03:00:00,purchase,3.0,125,0.2359685781704234,0.7079057345112703
11,41001,2025-11-07 01:00:00,purchase,3.0,123,0.2414840822312114,0.7244522466936342
11,40995,2025-11-07 11:00:00,purchase,3.0,123,0.2414840822312114,0.7244522466936342
11,41225,2025-11-08 20:00:00,purchase,3.0,122,0.2442899921085615,0.7328699763256845
11,40783,2025-11-10 21:00:00,purchase,3.0,120,0.25,0.75
11,41083,2025-11-12 11:00:00,purchase,3.0,118,0.2558434729991938,0.7675304189975813
11,40774,2025-11-13 09:00:00,purchase,3.0,117,0.2588162309603444,0.7764486928810332
11,41191,2025-11-15 19:00:00,purchase,3.0,115,0.2648657735898239,0.7945973207694716
11,40382,2025-11-18 18:00:00,purchase,3.0,112,0.2742062449236565,0.8226187347709695
11,40473,2025-11-20 10:00:00,purchase,3.0,110,0.2806155120773433,0.84184653623203
11,41253,2025-11-23 07:00:00,purchase,3.0,107,0.2905113967394599,0.8715341902183797
11,41215,2025-11-23 10:00:00,purchase,3.0,107,0.2905113967394599,0.8715341902183797
11,40587,2025-11-26 10:00:00,purchase,3.0,104,0.3007562590205292,0.9022687770615876
11,40989,2025-11-28 02:00:00,purchase,3.0,102,0.3077861033362291,0.9233583100086873
11,40032,2025-11-28 17:00:00,purchase,3.0,102,0.3077861033362291,0.9233583100086873
11,40584,2025-11-29 12:00:00,purchase,3.0,101,0.3113624055897058,0.9340872167691174
11,40634,2025-11-30 23:00:00,purchase,3.0,100,0.3149802624737183,0.9449407874211548
11,41059,2025-12-01 15:00:00,purchase,3.0,99,0.31864015682981556,0.9559204704894466
11,40519,2025-12-02 06:00:00,purchase,3.0,98,0.32234257710989483,0.9670277313296844
12,40852,2025-12-11 03:00:00,purchase,3.0,89,0.3576614831088146,1.072984449326444
12,40385,2025-12-11 19:00:00,purchase,3.0,89,0.3576614831088146,1.072984449326444
12,40990,2025-12-12 06:00:00,purchase,3.0,88,0.36181730936009454,1.0854519280802837
12,40677,2025-12-13 03:00:00,purchase,3.0,87,0.3660214239864064,1.0980642719592193
12,40563,2025-12-16 02:00:00,purchase,3.0,84,0.37892914162759955,1.1367874248827987
12,40231,2025-12-16 08:00:00,purchase,3.0,84,0.37892914162759955,1.1367874248827987
12,40717,2025-12-18 09:00:00,purchase,3.0,82,0.38778619045843365,1.163358571375301
12,40313,2025-12-21 09:00:00,purchase,3.0,79,0.40146144093168823,1.2043843227950646
12,40986,2025-12-22 05:00:00,purchase,3.0,78,0.4061261981781178,1.2183785945343533
12,40752,2025-12-24 14:00:00,purchase,3.0,76,0.4156189480713939,1.2468568442141816
12,40561,2025-12-25 08:00:00,purchase,3.0,75,0.4204482076268573,1.2613446228805718
12,41222,2025-12-25 15:00:00,purchase,3.0,75,0.4204482076268573,1.2613446228805718
12,40987,2025-12-27 08:00:00,purchase,3.0,73,0.430275718622165,1.290827155866495
12,41251,2025-12-29 08:00:00,purchase,3.0,71,0.4403329367980742,1.3209988103942227
12,41274,2025-12-29 15:00:00,purchase,3.0,71,0.4403329367980742,1.3209988103942227
12,41160,2025-12-31 14:00:00,purchase,3.0,69,0.45062523130541515,1.3518756939162455
12,41180,2026-01-01 18:00:00,purchase,3.0,68,0.45586124427910846,1.3675837328373253
12,41245,2026-01-03 03:00:00,purchase,3.0,66,0.4665164957684037,1.3995494873052112
12,40621,2026-01-03 18:00:00,purchase,3.0,66,0.4665164957684037,1.3995494873052112
12,40815,2026-01-05 17:00:00,purchase,3.0,64,0.4774208019552083,1.4322624058656248
12,41042,2026-01-07 23:00:00,purchase,3.0,62,0.488579984217123,1.465739952651369
12,40841,2026-01-08 20:00:00,purchase,3.0,61,0.4942570101764481,1.4827710305293442
12,40887,2026-01-10 04:00:00,purchase,3.0,59,0.5058097201509613,1.5174291604528838
12,41159,2026-01-11 02:00:00,purchase,3.0,58,0.5116869459983875,1.5350608379951625
13,40975,2025-10-30 03:00:00,purchase,3.0,131,0.22016646839903714,0.6604994051971114
13,40822,2025-11-01 15:00:00,purchase,3.0,129,0.22531261565270758,0.6759378469581228
13,40672,2025-11-03 13:00:00,purchase,3.0,127,0.23057904839648485,0.6917371451894545
13,41157,2025-11-05 06:00:00,purchase,3.0,125,0.2359685781704234,0.7079057345112703
13,41034,2025-11-06 13:00:00,purchase,3.0,124,0.23871040097760418,0.7161312029328125
13,40214,2025-11-07 19:00:00,purchase,3.0,123,0.2414840822312114,0.7244522466936342
13,41194,2025-11-08 00:00:00,purchase,3.0,123,0.2414840822312114,0.7244522466936342
13,41124,2025-11-09 02:00:00,purchase,3.0,121,0.2471285050882241,0.7413855152646722
13,41164,2025-11-11 07:00:00,purchase,3.0,119,0.25290486007548063,0.7587145802264419
13,40813,2025-11-13 03:00:00,purchase,3.0,117,0.2588162309603444,0.7764486928810332
13,41129,2025-11-14 16:00:00,purchase,3.0,116,0.2618235307051567,0.7854705921154701
13,40869,2025-11-15 02:00:00,purchase,3.0,115,0.2648657735898239,0.7945973207694716
13,41125,2025-11-16 15:00:00,purchase,3.0,114,0.2679433656340733,0.8038300969022198
13,41129,2025-11-18 13:00:00,purchase,3.0,112,0.2742062449236565,0.8226187347709695
13,40719,2025-11-21 08:00:00,purchase,3.0,109,0.28387610726771934,0.851628321803158
14,41145,2025-11-20 02:00:00,purchase,3.0,110,0.2806155120773433,0.84184653623203
14,40105,2025-11-21 12:00:00,purchase,3.0,109,0.28387610726771934,0.851628321803158
14,40104,2025-11-21 19:00:00,purchase,3.0,109,0.28387610726771934,0.851628321803158
14,40676,2025-11-24 04:00:00,purchase,3.0,106,0.2938869765709022,0.8816609297127065
14,40542,2025-11-24 06:00:00,purchase,3.0,106,0.2938869765709022,0.8816609297127065
14,40091,2025-11-27 02:00:00,purchase,3.0,103,0.30425087841764775,0.9127526352529433
14,40441,2025-11-30 00:00:00,purchase,3.0,101,0.3113624055897058,0.9340872167691174
14,40868,2025-12-01 03:00:00,purchase,3.0,99,0.31864015682981556,0.9559204704894466
14,40210,2025-12-03 03:00:00,purchase,3.0,97,0.32608801744139104,0.9782640523241731
14,40819,2025-12-05 12:00:00,purchase,3.0,95,0.33370996354250865,1.0011298906275259
14,40779,2025-12-05 22:00:00,purchase,3.0,95,0.33370996354250865,1.0011298906275259
14,40278,2025-12-07 18:00:00,purchase,3.0,93,0.3415100641885989,1.0245301925657968
14,41112,2025-12-09 12:00:00,purchase,3.0,91,0.3494924835447549,1.0484774506342647
14,40833,2025-12-10 05:00:00,purchase,3.0,90,0.3535533905932738,1.0606601717798214
14,40899,2025-12-11 21:00:00,purchase,3.0,89,0.3576614831088146,1.072984449326444
15,41117,2025-10-22 12:00:00,purchase,3.0,139,0.20073072046584414,0.6021921613975324
15,40104,2025-10-24 02:00:00,purchase,3.0,137,0.20542257864644758,0.6162677359393427
15,41243,2025-10-26 21:00:00,purchase,3.0,135,0.21022410381342865,0.6306723114402859
15,40476,2025-10-28 17:00:00,purchase,3.0,133,0.21513785931108256,0.6454135779332477
